name,full_name,short_name,
丁赞,比亚迪股份有限公司,比亚迪,
沈弘兆,LG电子株式会社,LG Electronics,
杨宁宁,北京极智嘉科技有限公司,极智嘉科技,
李晓伟,北京极智嘉科技有限公司,极智嘉科技,
李士杰,顺丰控股股份有限公司,顺丰控股,
刘文展,比亚迪股份有限公司,比亚迪,
袁刚,深圳市奋达科技股份有限公司,奋达科技股份,
尚小良,比亚迪股份有限公司,比亚迪,
简坤胜,南昌欧菲光电技术有限公司,欧菲光电技术,
朴載德,LG化學公司,LG化學,
吳宰丞,LG化學公司,LG化學,
權元鍾,LG化學公司,LG化學,
李秉培,LG化學公司,LG化學,
金相澔,LG化學公司,LG化學,
赖锦华,深圳市裕同包装科技股份有限公司,裕同科技,
滑超,深圳市裕同包装科技股份有限公司,裕同科技,
吴芳领,欧菲光集团股份有限公司,欧菲光,
金英焕,LG电子株式会社,LG Electronics,
金承昱,LG电子株式会社,LG Electronics,
桥本亮平,出光兴产株式会社,出光兴产株式会社,
周向辉,顺丰控股股份有限公司,顺丰控股,
鲁浩,比亚迪股份有限公司,比亚迪,
李滨,深圳市亿和精密科技集团有限公司,亿和精密,
刘志欣,顺丰控股股份有限公司,顺丰控股,
王靖,深圳爱克莱特科技股份有限公司,爱克股份,
连俊兰,比亚迪股份有限公司,比亚迪,
穆大红,比亚迪股份有限公司,比亚迪,
陈华侨,宁德时代新能源科技股份有限公司,宁德时代,
王齐保,宁德时代新能源科技股份有限公司,宁德时代,
杨见星,比亚迪股份有限公司,比亚迪,
权五信,LG电子株式会社,LG Electronics,
山崎雄满,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
堀越明,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
姚远,顺丰控股股份有限公司,顺丰控股,
Y·科恩,奥迪欧彼塞尔斯有限公司,奥迪欧彼塞尔斯,
D·勒温,奥迪欧彼塞尔斯有限公司,奥迪欧彼塞尔斯,
S·卡普兰,奥迪欧彼塞尔斯有限公司,奥迪欧彼塞尔斯,
A·斯罗敏,奥迪欧彼塞尔斯有限公司,奥迪欧彼塞尔斯,
刘洋,比亚迪股份有限公司,比亚迪,
刘威,深圳爱克莱特科技股份有限公司,爱克股份,
李光伟,深圳爱克莱特科技股份有限公司,爱克股份,
张东升,比亚迪股份有限公司,比亚迪,
卢衍超,比亚迪股份有限公司,比亚迪,
邱帆,比亚迪股份有限公司,比亚迪,
黄奕宏,深圳市深科达微电子设备有限公司,深科达微电子设备,
罗炳杰,深圳市深科达微电子设备有限公司,深科达微电子设备,
黄天鹏,深圳市深科达半导体科技有限公司,深科达半导体科技,
宋柔美,LG电子株式会社,LG Electronics,
阮洲,比亚迪股份有限公司,比亚迪,
徐大鍾,LG化學公司,LG化學,
黄斌,深圳朗特智能控制股份有限公司,朗特智能,
董莹,比亚迪股份有限公司,比亚迪,
M·艾宁,奥迪股份公司,奥迪,
胡敏,深圳市奇信集团股份有限公司,奇信股份,
瞿佳佳,江西晶浩光学有限公司,晶浩光学,
李鑫,比亚迪股份有限公司,比亚迪,
王成志,比亚迪股份有限公司,比亚迪,
杨道耀,顺丰控股股份有限公司,顺丰控股,
陈启元,比亚迪股份有限公司,比亚迪,
刘会会,宁德时代新能源科技股份有限公司,宁德时代,
赵迪,天津欧菲光电有限公司,欧菲光电,
杨嘉伟,杭州海康机器人技术有限公司,海康机器人,
尹双,比亚迪股份有限公司,比亚迪,
裘骏,比亚迪股份有限公司,比亚迪,
罗永官,比亚迪股份有限公司,比亚迪,
唐龑,北京极智嘉科技有限公司,极智嘉科技,
M·魏因,奥迪股份公司,奥迪,
尹准熙,LG电子株式会社,LG Electronics,
闫雪飞,北京极智嘉科技有限公司,极智嘉科技,
李名军,顺丰控股股份有限公司,顺丰控股,
崔基喆,LG电子株式会社,LG Electronics,
秦小勇,广东奥迪威传感科技股份有限公司,奥迪威,
张曙光,广东奥迪威传感科技股份有限公司,奥迪威,
江奕辰,比亚迪股份有限公司,比亚迪,
牟利,比亚迪股份有限公司,比亚迪,
郑益浩,比亚迪股份有限公司,比亚迪,
张翔,比亚迪股份有限公司,比亚迪,
杨杨,广汽蔚来新能源汽车科技有限公司,广汽蔚来新能源汽车科技,
渡利大介,株式会社不二工机,株式会社不二工机,
彭剑铖,顺丰控股股份有限公司,顺丰控股,
郑茂铃,比亚迪股份有限公司,比亚迪,
罗志球,深圳市奇信集团股份有限公司,奇信股份,
黄艳旋,深圳市奇信集团股份有限公司,奇信股份,
钟应超,欧菲光集团股份有限公司,欧菲光,
坂本骏,株式会社不二工机,株式会社不二工机,
史范东,LG电子株式会社,LG Electronics,
陈伟,哈尔滨空调股份有限公司,哈空调,
张建,哈尔滨空调股份有限公司,哈空调,
李国臣,哈尔滨空调股份有限公司,哈空调,
鄭太允,LG化學公司,LG化學,
孫正三,LG化學公司,LG化學,
鄭守宅,LG化學公司,LG化學,
白賢淑,LG化學公司,LG化學,
孙建平,顺丰控股股份有限公司,顺丰控股,
梅木孝,出光兴产株式会社,出光兴产株式会社,
肖玉茗,顺丰控股股份有限公司,顺丰控股,
李宽,深圳爱克莱特科技股份有限公司,爱克股份,
李赛方,顺丰控股股份有限公司,顺丰控股,
周嘉锐,顺丰控股股份有限公司,顺丰控股,
朱黎,顺丰控股股份有限公司,顺丰控股,
雷紫霖,顺丰控股股份有限公司,顺丰控股,
陈园辉,比亚迪股份有限公司,比亚迪,
刘巧灵,比亚迪股份有限公司,比亚迪,
黄臣,比亚迪股份有限公司,比亚迪,
蔡思杰,杭州海康机器人技术有限公司,海康机器人,
张辉,深圳市奇信集团股份有限公司,奇信股份,
胡诗益,深圳明阳电路科技股份有限公司,明阳电路,
张佩珂,深圳明阳电路科技股份有限公司,明阳电路,
原圣一,株式会社不二工机,株式会社不二工机,
胡栋杰,比亚迪股份有限公司,比亚迪,
张漫芳,宁德时代新能源科技股份有限公司,宁德时代,
仝淑雅,顺丰控股股份有限公司,顺丰控股,
陈斯良,比亚迪股份有限公司,比亚迪,
唐若辰,顺丰控股股份有限公司,顺丰控股,
金珉朱,LG顯示器股份有限公司,LG顯示器,
字金雄,云南顺丰洱海环保科技股份有限公司,洱海环保,
徐兆峰,比亚迪股份有限公司,比亚迪,
谢毅,比亚迪股份有限公司,比亚迪,
王建新,比亚迪股份有限公司,比亚迪,
邹小松,比亚迪股份有限公司,比亚迪,
张开立,欧菲光集团股份有限公司,欧菲光,
张东赫,南昌欧菲光电技术有限公司,欧菲光电技术,
朴成在,南昌欧菲光电技术有限公司,欧菲光电技术,
吴军,南昌欧菲光电技术有限公司,欧菲光电技术,
金旻燮,LG电子株式会社,LG Electronics,
黄旭东,上海振华重工（集团）股份有限公司,振华重工,
李加波,青岛顺丰机械有限公司,青岛顺丰机械,
朱兆焱,广东奥迪威传感科技股份有限公司,奥迪威,
杜晓文,比亚迪股份有限公司,比亚迪,
张玉双,顺丰控股股份有限公司,顺丰控股,
李静彬,LG电子株式会社,LG Electronics,
明儒袗,LG电子株式会社,LG Electronics,
王璐,比亚迪股份有限公司,比亚迪,
王宇,奥迪股份公司,奥迪,
朴峻弘,LG电子株式会社,LG Electronics,
庄德智,深圳劲嘉集团股份有限公司,劲嘉股份,
金真培,LG电子株式会社,LG Electronics,
张恕哲,青岛顺丰机械有限公司,青岛顺丰机械,
孙健,青岛顺丰机械有限公司,青岛顺丰机械,
汪子清,深圳市裕同包装科技股份有限公司,裕同科技,
安时演,LG电子株式会社,LG Electronics,
匡凌波,顺丰控股股份有限公司,顺丰控股,
康海明,深圳爱克莱特科技股份有限公司,爱克股份,
藤井望,出光兴产株式会社,出光兴产株式会社,
齐藤荣藏,出光兴产株式会社,出光兴产株式会社,
文丹华,比亚迪股份有限公司,比亚迪,
黄诚雄,比亚迪股份有限公司,比亚迪,
郭真三,LG电子株式会社,LG Electronics,
董易伟,上海蔚来汽车有限公司,蔚来汽车,
赵志雄,顺丰控股股份有限公司,顺丰控股,
崔龍洙,LG化學公司,LG化學,
马路,深圳爱克莱特科技股份有限公司,爱克股份,
黃智泳,LG化學公司,LG化學,
閔盛晙,LG化學公司,LG化學,
權赫俊,LG化學公司,LG化學,
安慶昊,LG化學公司,LG化學,
王金龙,广汽蔚来新能源汽车科技有限公司,广汽蔚来新能源汽车科技,
张琪,广汽蔚来新能源汽车科技有限公司,广汽蔚来新能源汽车科技,
张洋,广汽蔚来新能源汽车科技有限公司,广汽蔚来新能源汽车科技,
宁尚景,比亚迪股份有限公司,比亚迪,
方长胜,比亚迪股份有限公司,比亚迪,
陈奎宇,比亚迪股份有限公司,比亚迪,
陈刚,深圳市瑞凌实业股份有限公司,瑞凌股份,
H·俄伦特劳特,奥迪股份公司,奥迪,
梁伟培,广东奥迪威传感科技股份有限公司,奥迪威,
小泉佑树,株式会社不二工机,株式会社不二工机,
陈小芳,比亚迪股份有限公司,比亚迪,
谭卓辉,上海蔚来汽车有限公司,蔚来汽车,
赵志凌,上海蔚来汽车有限公司,蔚来汽车,
周俊,深圳市裕同包装科技股份有限公司,裕同科技,
毛含舟,顺丰控股股份有限公司,顺丰控股,
雷磊,比亚迪股份有限公司,比亚迪,
肖辉,比亚迪股份有限公司,比亚迪,
邵明乾,比亚迪股份有限公司,比亚迪,
蔡开贵,宁德时代新能源科技股份有限公司,宁德时代,
刘公正,比亚迪股份有限公司,比亚迪,
陶茂升,杭州海康机器人技术有限公司,海康机器人,
刘晓彤,比亚迪股份有限公司,比亚迪,
杨靖,比亚迪股份有限公司,比亚迪,
刘琼,顺丰控股股份有限公司,顺丰控股,
汤芬斯蒂,顺丰控股股份有限公司,顺丰控股,
李家栋,顺丰控股股份有限公司,顺丰控股,
薛慧燕,LG电子株式会社,LG Electronics,
刘长久,比亚迪股份有限公司,比亚迪,
权宣九,LG电子株式会社,LG Electronics,
金永燮,LG电子株式会社,LG Electronics,
陈瑞乾,顺丰控股股份有限公司,顺丰控股,
杨子华,比亚迪股份有限公司,比亚迪,
长岛俊一,株式会社不二工机,株式会社不二工机,
李梅,比亚迪股份有限公司,比亚迪,
徐道清,顺丰控股股份有限公司,顺丰控股,
朴奎泰,LG电子株式会社,LG Electronics,
重田惠,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
孙凯,北京极智嘉科技有限公司,极智嘉科技,
李小刚,比亚迪股份有限公司,比亚迪,
菱谷康平,株式会社不二工机,株式会社不二工机,
李卢军,比亚迪股份有限公司,比亚迪,
李坤周,比亚迪股份有限公司,比亚迪,
刘常见,湖北美标汽车制冷系统有限公司,美标汽车,
刘晓蕾,宁德时代新能源科技股份有限公司,宁德时代,
杨耕田,比亚迪股份有限公司,比亚迪,
奚建峰,顺丰控股股份有限公司,顺丰控股,
匡静娣,顺丰控股股份有限公司,顺丰控股,
金延宣,LG电子株式会社,LG Electronics,
周欢,比亚迪股份有限公司,比亚迪,
许晓冬,比亚迪股份有限公司,比亚迪,
罗锦文,比亚迪股份有限公司,比亚迪,
孟祥晶,顺丰控股股份有限公司,顺丰控股,
阿米尔·赛义德,LG电子株式会社,LG Electronics,
张宝燕,顺丰控股股份有限公司,顺丰控股,
村上毅,出光兴产株式会社,出光兴产株式会社,
河秀玹,LG化學公司,LG化學,
矢泽将志,不二工机,不二工机,
文正民,LG电子株式会社,LG Electronics,
权洪植,LG电子株式会社,LG Electronics,
金辰盛,LG电子株式会社,LG Electronics,
谢朝,比亚迪股份有限公司,比亚迪,
藤生英明,三电有限公司,三电,
朴必圭,LG化學公司,LG化學,
柳淵植,LG化學公司,LG化學,
申鉉鐘,LG化學公司,LG化學,
崔柄烈,LG化學公司,LG化學,
崔永賢,LG化學公司,LG化學,
趙永鎮,LG化學公司,LG化學,
金德基,LG化學公司,LG化學,
朴柱淵,LG化學公司,LG化學,
金鍍淵,LG化學公司,LG化學,
任少朋,比亚迪股份有限公司,比亚迪,
蒋琼艳,比亚迪股份有限公司,比亚迪,
陈培智,深圳市英唐智能控制股份有限公司,英唐智控,
赵瑛,比亚迪股份有限公司,比亚迪,
蔡毅,宁德时代新能源科技股份有限公司,宁德时代,
胡亚云,欧菲光集团股份有限公司,欧菲光,
楠本龙也,出光兴产株式会社,出光兴产株式会社,
陈学锋,特灵空调系统(中国)有限公司,特灵空调系统(中国),
李春娜,比亚迪汽车有限公司,比亚迪汽车,
孟祥胜,比亚迪汽车有限公司,比亚迪汽车,
邵淦,比亚迪股份有限公司,比亚迪,
潘成漂,比亚迪股份有限公司,比亚迪,
蒋金波,比亚迪股份有限公司,比亚迪,
周美华,比亚迪股份有限公司,比亚迪,
申载勋,LG电子株式会社,LG Electronics,
王健,北京极智嘉科技有限公司,极智嘉科技,
石关彻也,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
顾林茂,深圳市奋达科技股份有限公司,奋达科技股份,
陈文会,比亚迪股份有限公司,比亚迪,
易雨亭,杭州海康机器人技术有限公司,海康机器人,
李建禹,杭州海康机器人技术有限公司,海康机器人,
朴志源,LG化學公司,LG化學,
彭朝雄,比亚迪股份有限公司,比亚迪,
康丰,哈尔滨空调股份有限公司,哈空调,
李丹丹,哈尔滨空调股份有限公司,哈空调,
杨文宇,哈尔滨空调股份有限公司,哈空调,
朴景敏,LG电子株式会社,LG Electronics,
王欢,比亚迪股份有限公司,比亚迪,
王小龙,比亚迪股份有限公司,比亚迪,
尹宣雄,LG电子株式会社,LG Electronics,
刘亮,比亚迪汽车有限公司,比亚迪汽车,
陈美阳,奥迪股份公司,奥迪,
安泓犯,LG电子株式会社,LG Electronics,
金成闰,LG电子株式会社,LG Electronics,
崔喜童,LG电子株式会社,LG Electronics,
蔡雄宇,南昌欧菲光电技术有限公司,欧菲光电技术,
汤承飞,深圳市深科达智能装备股份有限公司,深科达,
杨超,深圳市深科达智能装备股份有限公司,深科达,
全初鹏,比亚迪股份有限公司,比亚迪,
禹相宇,LG电子株式会社,LG Electronics,
柳善化,LG电子株式会社,LG Electronics,
张学清,比亚迪股份有限公司,比亚迪,
李永杰,武汉蔚来能源有限公司,蔚来能源,
张宁,武汉蔚来能源有限公司,蔚来能源,
曹佳,武汉蔚来能源有限公司,蔚来能源,
J·施密特,奥迪股份公司,奥迪,
閔基泓,LG化學公司,LG化學,
趙知勳,LG化學公司,LG化學,
韓昌玟,LG化學公司,LG化學,
宋基勳,LG化學公司,LG化學,
朴相奕,LG化學公司,LG化學,
李恨城,LG化學公司,LG化學,
金炳根,LG化學公司,LG化學,
永利喜久男,出光兴产株式会社,出光兴产株式会社,
李昌熙,LG化學公司,LG化學,
朴美贤,LG电子株式会社,LG Electronics,
陈记龙,比亚迪股份有限公司,比亚迪,
付才林,比亚迪股份有限公司,比亚迪,
T·恩青格,奥迪股份公司,奥迪,
B·泽恩勒,奥迪股份公司,奥迪,
梁伟培,肇庆奥迪威传感科技有限公司,肇庆奥迪威传感科技,
姚宇刚,比亚迪股份有限公司,比亚迪,
陈海龙,比亚迪股份有限公司,比亚迪,
刘华朝,比亚迪股份有限公司,比亚迪,
储昭伟,比亚迪股份有限公司,比亚迪,
崔丞惇,LG化學公司,LG化學,
朴胎潤,LG化學公司,LG化學,
田渕健资,株式会社不二工机,株式会社不二工机,
喻凤传,比亚迪股份有限公司,比亚迪,
张星春,比亚迪股份有限公司,比亚迪,
梁丕荣,比亚迪股份有限公司,比亚迪,
唐俊,比亚迪股份有限公司,比亚迪,
古贺英俊,出光兴产株式会社,出光兴产株式会社,
新井宏昌,出光兴产株式会社,出光兴产株式会社,
湛长兰,顺丰控股股份有限公司,顺丰控股,
刘冬,豫新汽车空调股份有限公司,豫新汽车空调,
范学彬,豫新汽车空调股份有限公司,豫新汽车空调,
高延良,豫新汽车空调股份有限公司,豫新汽车空调,
崔华清,深圳市奇信集团股份有限公司,奇信股份,
朴宗爀,LG化學公司,LG化學,
葛先梦,宁波松鹰汽车部件有限公司,宁波松鹰,
苏俊,比亚迪股份有限公司,比亚迪,
许玉红,比亚迪股份有限公司,比亚迪,
李建坤,比亚迪股份有限公司,比亚迪,
梅雄,比亚迪股份有限公司,比亚迪,
张安庆,比亚迪股份有限公司,比亚迪,
D·施罗德,威斯通全球技术公司,威斯通全球技术,
C·雷宾格,威斯通全球技术公司,威斯通全球技术,
M·格拉夫,汉拿伟世通空调有限公司,汉拿伟世通空调,
孙维林,艾美特电器（深圳）有限公司,艾美特电器（深圳）,
陈凯,杭州海康机器人技术有限公司,海康机器人,
韩巨峰,杭州海康机器人技术有限公司,海康机器人,
谢章,杭州海康机器人技术有限公司,海康机器人,
阮桂龙,杭州海康机器人技术有限公司,海康机器人,
杨凯,深圳市劲拓自动化设备股份有限公司,劲拓股份,
陶兴华,宁德时代新能源科技股份有限公司,宁德时代,
李旭东,宁德时代新能源科技股份有限公司,宁德时代,
杜慧江,杭州海康机器人技术有限公司,海康机器人,
朴成珍,LG电子株式会社,LG Electronics,
细谷岳史,株式会社不二工机,株式会社不二工机,
张军安,深圳市奋达科技股份有限公司,奋达科技股份,
陈雨龙,诸暨市亿霸电子阀门有限公司,诸暨市亿霸电子阀门,
张海霞,比亚迪股份有限公司,比亚迪,
钟炳辉,比亚迪股份有限公司,比亚迪,
洪承泰,LG化學公司,LG化學,
張誠均,LG化學公司,LG化學,
徐廷东,LG电子株式会社,LG Electronics,
裴贻华,宁德时代新能源科技股份有限公司,宁德时代,
陈佳琦,顺丰控股股份有限公司,顺丰控股,
李明夏,LG电子株式会社,LG Electronics,
车良,深圳市裕同包装科技股份有限公司,裕同科技,
金钟焕,LG电子株式会社,LG Electronics,
裵德显,LG电子株式会社,LG Electronics,
王昌柏,法雷奥汽车空调湖北有限公司,法雷奥汽车空调湖北,
王振蒙,顺丰控股股份有限公司,顺丰控股,
洪性佶,LG化學公司,LG化學,
鄭棟燮,LG化學公司,LG化學,
李東勳,LG化學公司,LG化學,
金公謙,LG化學公司,LG化學,
刘永生,比亚迪股份有限公司,比亚迪,
林兵,比亚迪股份有限公司,比亚迪,
林圣国,宁德时代新能源科技股份有限公司,宁德时代,
潘约安,宁德时代新能源科技股份有限公司,宁德时代,
李東勳,LG顯示器股份有限公司,LG顯示器,
柳俊錫,LG顯示器股份有限公司,LG顯示器,
張喆相,LG顯示器股份有限公司,LG顯示器,
權五敬,LG顯示器股份有限公司,LG顯示器,
菅浩一,出光兴产株式会社,出光兴产株式会社,
久西律行,出光兴产株式会社,出光兴产株式会社,
朴承烈,LG顯示器股份有限公司,LG顯示器,
武晨,顺丰控股股份有限公司,顺丰控股,
赵永猛,豫新汽车空调股份有限公司,豫新汽车空调,
许兴发,比亚迪股份有限公司,比亚迪,
吴昊,比亚迪股份有限公司,比亚迪,
岳洪亮,宁德时代新能源科技股份有限公司,宁德时代,
铃木谦一,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
王建文,比亚迪股份有限公司,比亚迪,
盛晨,南昌欧菲光科技有限公司,南昌欧菲光科技,
王娟,南昌欧菲光科技有限公司,南昌欧菲光科技,
张晓彬,比亚迪股份有限公司,比亚迪,
王东科,深圳市深科达智能装备股份有限公司,深科达,
李友红,深圳市深科达智能装备股份有限公司,深科达,
包艳伟,深圳市深科达智能装备股份有限公司,深科达,
史鸿尧,艾美特电器（深圳）有限公司,艾美特电器（深圳）,
周文泣,南昌欧菲光科技有限公司,南昌欧菲光科技,
刘吉庆,新蔚来智能科技(山东)有限公司,新蔚来智能科技(山东),
何浩星,新蔚来智能科技(山东)有限公司,新蔚来智能科技(山东),
王卫东,新蔚来智能科技(山东)有限公司,新蔚来智能科技(山东),
郑祥才,新蔚来智能科技(山东)有限公司,新蔚来智能科技(山东),
田伟峰,新蔚来智能科技(山东)有限公司,新蔚来智能科技(山东),
郭侲圻,南昌欧菲光电技术有限公司,欧菲光电技术,
柯智皓,广汽蔚来新能源汽车科技有限公司,广汽蔚来新能源汽车科技,
肖柏宏,蔚来汽车科技(安徽)有限公司,蔚来汽车科技(安徽),
金鉐中,LG电子株式会社,LG Electronics,
崔信政,LG化學公司,LG化學,
金弘锡,LG电子株式会社,LG Electronics,
李镐宰,LG电子株式会社,LG Electronics,
姜俊杰,宁德时代新能源科技股份有限公司,宁德时代,
T·霍夫曼,奥迪股份公司,奥迪,
贾宝安,宁德时代新能源科技股份有限公司,宁德时代,
林钦鸿,广汽蔚来新能源汽车科技有限公司,广汽蔚来新能源汽车科技,
肖冠甲,比亚迪股份有限公司,比亚迪,
孙冲,比亚迪股份有限公司,比亚迪,
卢光波,宁德时代新能源科技股份有限公司,宁德时代,
曹娇,宁德时代新能源科技股份有限公司,宁德时代,
金鍾桓,LG化學公司,LG化學,
罗万里,中丰田光电科技（珠海）有限公司,中丰田光电科技,
金英植,LG化學公司,LG化學,
曾紫微,比亚迪股份有限公司,比亚迪,
李基羅,LG化學公司,LG化學,
李政熹,LG化學公司,LG化學,
周明双,比亚迪股份有限公司,比亚迪,
殷永凯,深圳市易尚展示股份有限公司,易尚展示,
李燕子,比亚迪股份有限公司,比亚迪,
杨坤臻,比亚迪股份有限公司,比亚迪,
薛辉,比亚迪股份有限公司,比亚迪,
陈泰吉,比亚迪股份有限公司,比亚迪,
徐茶清,深圳市比亚迪锂电池有限公司,比亚迪锂电池,
曹文玉,深圳市比亚迪锂电池有限公司,比亚迪锂电池,
冈田太平,出光兴产株式会社,出光兴产株式会社,
刘子恒,顺丰控股股份有限公司,顺丰控股,
柳泽秀,株式会社不二工机,株式会社不二工机,
赵兑勋,LG电子株式会社,LG Electronics,
姜俊求,LG化學公司,LG化學,
河合直之,出光兴产株式会社,出光兴产株式会社,
赵婷婷,比亚迪股份有限公司,比亚迪,
加藤崇行,出光兴产株式会社,出光兴产株式会社,
武藤正誉,出光兴产株式会社,出光兴产株式会社,
池岛昌三,出光兴产株式会社,出光兴产株式会社,
山下雅史,出光兴产株式会社,出光兴产株式会社,
井上正树,出光兴产株式会社,出光兴产株式会社,
金芝垠,LG化學公司,LG化學,
張俊起,LG化學公司,LG化學,
东久洋,出光兴产株式会社,出光兴产株式会社,
韩继峰,比亚迪股份有限公司,比亚迪,
桑云,杭州海康机器人技术有限公司,海康机器人,
朴秀珉,LG化學公司,LG化學,
吉孝植,LG化學公司,LG化學,
李鏞台,LG化學公司,LG化學,
朴哲凞,LG化學公司,LG化學,
朱凌,宁德时代新能源科技股份有限公司,宁德时代,
郑建峰,青海时代新能源科技有限公司,青海时代新能源科技,
李承文,南昌欧菲光科技有限公司,南昌欧菲光科技,
H·奥丁格尔,奥迪股份公司,奥迪,
何斌,顺丰控股股份有限公司,顺丰控股,
渡边信广,出光兴产株式会社,出光兴产株式会社,
朴泰教,LG生命科學有限公司,LG生命科學,
金聖燮,LG生命科學有限公司,LG生命科學,
金玟盯,LG生命科學有限公司,LG生命科學,
朴美貞,LG生命科學有限公司,LG生命科學,
朴正圭,LG生命科學有限公司,LG生命科學,
朴喜東,LG生命科學有限公司,LG生命科學,
閔庚湜,LG生命科學有限公司,LG生命科學,
李兌洙,LG生命科學有限公司,LG生命科學,
金秀憲,LG生命科學有限公司,LG生命科學,
鄭熹璟,LG生命科學有限公司,LG生命科學,
李宣和,LG生命科學有限公司,LG生命科學,
金禾東,LG生命科學有限公司,LG生命科學,
金愛梨,LG生命科學有限公司,LG生命科學,
金鎬俊,LG生命科學有限公司,LG生命科學,
權泰植,LG生命科學有限公司,LG生命科學,
張惠卿,LG生命科學有限公司,LG生命科學,
吳英秀,LG生命科學有限公司,LG生命科學,
朴哲院,LG生命科學有限公司,LG生命科學,
張容溱,LG生命科學有限公司,LG生命科學,
嶋俊匡,三电控股株式会社,三电控股株式会社,
大里一三,三电控股株式会社,三电控股株式会社,
鄭仁宰,LG顯示器股份有限公司,LG顯示器,
O·席勒尔,奥迪股份公司,奥迪,
金于賢,LG化學公司,LG化學,
韓鎮,LG化學公司,LG化學,
申東信,LG化學公司,LG化學,
金錠德,LG化學公司,LG化學,
石関徹也,三电汽车空调系统株式会社,三电汽车空调系统株式会社,
郑相燮,LG电子株式会社,LG Electronics,
J·施耐德,奥迪股份公司,奥迪,
金赫,LG化學公司,LG化學,
權五楠,LG顯示器股份有限公司,LG顯示器,
柴田充,出光兴产株式会社,出光兴产株式会社,
沈載勳,LG化學公司,LG化學,
海上晓,出光兴产株式会社,出光兴产株式会社,
李锋,比亚迪股份有限公司,比亚迪,
陈靖东,欧菲光集团股份有限公司,欧菲光,
尹畯一,LG化學公司,LG化學,
李春青,宁德时代新能源科技股份有限公司,宁德时代,
张宰源,LG电子株式会社,LG Electronics,
D·普洛芬蒂奈尔,奥迪股份公司,奥迪,
郑景超,豫新汽车空调股份有限公司,豫新汽车空调,
S·阿尔布尔,奥迪股份公司,奥迪,
田勇,法雷奥汽车空调湖北有限公司,法雷奥汽车空调湖北,
李赫瑄,奥迪股份公司,奥迪,
D·施罗德,奥迪股份公司,奥迪,
C·雷宾格尔,奥迪股份公司,奥迪,
H-J·朗霍夫,奥迪股份公司,奥迪,
李存梅,宁德时代新能源科技股份有限公司,宁德时代,
谢灿常,佛山市奥迪斯传动科技有限公司,佛山市奥迪斯传动科技,
梁云,深圳市亿和精密科技集团有限公司,亿和精密,
宋其敏,纳百川控股有限公司,纳百川控股,
张奇伟,比亚迪股份有限公司,比亚迪,
金孝昱,LG顯示器股份有限公司,LG顯示器,
田中慎司,出光兴产株式会社,出光兴产株式会社,
青木慎治,出光兴产株式会社,出光兴产株式会社,
I·雷德克尔,奥迪股份公司,奥迪,
J·梅尔滕斯,奥迪股份公司,奥迪,
孙琬,奥迪股份公司,奥迪,
那须野一郎,出光兴产株式会社,出光兴产株式会社,
坂本雅司,出光兴产株式会社,出光兴产株式会社,
坂上众一,出光兴产株式会社,出光兴产株式会社,
陈荣波,宁德时代新能源科技股份有限公司,宁德时代,
沈兆建,宁德时代新能源科技股份有限公司,宁德时代,
宋仕娟,宁德时代新能源科技股份有限公司,宁德时代,
邹微波,宁德时代新能源科技股份有限公司,宁德时代,
陈亚杰,宁德时代新能源科技股份有限公司,宁德时代,
金映洙,LG化學公司,LG化學,
孫焌墉,LG化學公司,LG化學,
金映秀,LG电子株式会社,LG Electronics,
B·布拉辛斯基,奥迪股份公司,奥迪,
許秀連,LG化學公司,LG化學,
李宗澤,LG化學公司,LG化學,
小幡宽,出光兴产株式会社,出光兴产株式会社,
贞岛孝典,出光兴产株式会社,出光兴产株式会社,
船桥英雄,出光兴产株式会社,出光兴产株式会社,
杨同欢,宁德时代新能源科技股份有限公司,宁德时代,
金台洙,LG化學公司,LG化學,
申鉉雨,LG化學公司,LG化學,
陈春明,欧菲光集团股份有限公司,欧菲光,
伊藤和彦,出光兴产株式会社,出光兴产株式会社,
徐尚佑,LG电子株式会社,LG Electronics,
沈建勇,深圳劲嘉集团股份有限公司,劲嘉股份,
崔昌植,LG化學公司,LG化學,
金景植,LG化學公司,LG化學,
宇高俊匡,出光兴产株式会社,出光兴产株式会社,
林玉祥,宁德时代新能源科技股份有限公司,宁德时代,
E·阿基克高茨,奥迪股份公司,奥迪,
胡益波,宁德时代新能源科技股份有限公司,宁德时代,
游先政,宁德时代新能源科技股份有限公司,宁德时代,
刘秋艳,宁德时代新能源科技股份有限公司,宁德时代,
N·马蒙恩,奥迪股份公司,奥迪,
李珍圭,LG化學公司,LG化學,
梁熙國,LG化學公司,LG化學,
H·罗腾科尔布,奥迪股份公司,奥迪,
金大鉉,LG化學公司,LG化學,
崔東昌,LG化學公司,LG化學,
池昊燦,LG化學公司,LG化學,
車槿英,LG化學公司,LG化學,
靳杰,特灵空调系统(中国)有限公司,特灵空调系统(中国),
潘国洪,特灵空调系统(中国)有限公司,特灵空调系统(中国),
刘东顺,特灵空调系统(中国)有限公司,特灵空调系统(中国),
高敏鎮,LG化學公司,LG化學,
小中泽岳仁,出光兴产株式会社,出光兴产株式会社,
魯埈碩,LG化學公司,LG化學,
